Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
MAC,"Macao SAR, China",East Asia & Pacific,High income,Female,1960,66.405
MAF,St. Martin (French part),Latin America & Caribbean,High income,Female,1960,
MAR,Morocco,Middle East & North Africa,Lower middle income,Female,1960,49.806
MCO,Monaco,Europe & Central Asia,High income,Female,1960,
MDA,Moldova,Europe & Central Asia,Lower middle income,Female,1960,65.791
MDG,Madagascar,Sub-Saharan Africa,Low income,Female,1960,40.954
MDV,Maldives,South Asia,Upper middle income,Female,1960,37.429
MEA,Middle East & North Africa,,,Female,1960,47.36510612
MEX,Mexico,Latin America & Caribbean,Upper middle income,Female,1960,59.139
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Female,1960,
MIC,Middle income,,,Female,1960,49.47283133
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Female,1960,61.072
MLI,Mali,Sub-Saharan Africa,Low income,Female,1960,29.026
MLT,Malta,Middle East & North Africa,High income,Female,1960,70.515
MMR,Myanmar,East Asia & Pacific,Lower middle income,Female,1960,45.744
MNA,Middle East & North Africa (excluding high income),,,Female,1960,47.23453159
MNE,Montenegro,Europe & Central Asia,Upper middle income,Female,1960,64.961
MNG,Mongolia,East Asia & Pacific,Lower middle income,Female,1960,50.687
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Female,1960,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Female,1960,36.381
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Female,1960,43.92
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Female,1960,60.626
MWI,Malawi,Sub-Saharan Africa,Low income,Female,1960,38.335
MYS,Malaysia,East Asia & Pacific,Upper middle income,Female,1960,60.322
NAC,North America,,,Female,1960,73.19292523
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Female,1960,49.111
NCL,New Caledonia,East Asia & Pacific,High income,Female,1960,61.2
NER,Niger,Sub-Saharan Africa,Low income,Female,1960,35.471
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Female,1960,38.445
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Female,1960,48.35
NLD,Netherlands,Europe & Central Asia,High income,Female,1960,75.38
NOR,Norway,Europe & Central Asia,High income,Female,1960,75.87
NPL,Nepal,South Asia,Low income,Female,1960,35.304
NRU,Nauru,East Asia & Pacific,Upper middle income,Female,1960,
NZL,New Zealand,East Asia & Pacific,High income,Female,1960,73.9
OED,OECD members,,,Female,1960,70.24106537
OMN,Oman,Middle East & North Africa,High income,Female,1960,43.504
OSS,Other small states,,,Female,1960,53.66184584
PAK,Pakistan,South Asia,Lower middle income,Female,1960,45.478
PAN,Panama,Latin America & Caribbean,Upper middle income,Female,1960,61.944
PER,Peru,Latin America & Caribbean,Upper middle income,Female,1960,48.99
PHL,Philippines,East Asia & Pacific,Lower middle income,Female,1960,59.075
PLW,Palau,East Asia & Pacific,High income,Female,1960,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Female,1960,43.743
POL,Poland,Europe & Central Asia,High income,Female,1960,70.6
PRE,Pre-demographic dividend,,,Female,1960,40.09843358
PRI,Puerto Rico,Latin America & Caribbean,High income,Female,1960,71.487
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Female,1960,53.863
PRT,Portugal,Europe & Central Asia,High income,Female,1960,65.668
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Female,1960,65.822
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Female,1960,
PSS,Pacific island small states,,,Female,1960,55.51557824
PST,Post-demographic dividend,,,Female,1960,71.59916256
PYF,French Polynesia,East Asia & Pacific,High income,Female,1960,57.888
QAT,Qatar,Middle East & North Africa,High income,Female,1960,63.344
ROU,Romania,Europe & Central Asia,Upper middle income,Female,1960,67.514
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Female,1960,70.243
RWA,Rwanda,Sub-Saharan Africa,Low income,Female,1960,43.875
SAS,South Asia,,,Female,1960,41.44121219
SAU,Saudi Arabia,Middle East & North Africa,High income,Female,1960,47.755
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Female,1960,49.652
SEN,Senegal,Sub-Saharan Africa,Low income,Female,1960,38.983
SGP,Singapore,East Asia & Pacific,High income,Female,1960,69.195
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Female,1960,50.15
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Female,1960,31.968
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Female,1960,52.303
SMR,San Marino,Europe & Central Asia,High income,Female,1960,
SOM,Somalia,Sub-Saharan Africa,Low income,Female,1960,38.525
SRB,Serbia,Europe & Central Asia,Upper middle income,Female,1960,
SSA,Sub-Saharan Africa (excluding high income),,,Female,1960,41.80646027
SSD,South Sudan,Sub-Saharan Africa,Low income,Female,1960,33.142
SSF,Sub-Saharan Africa,,,Female,1960,41.80646027
SST,Small states,,,Female,1960,56.84428378
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Female,1960,51.969
SUR,Suriname,Latin America & Caribbean,Upper middle income,Female,1960,61.544
SVK,Slovak Republic,Europe & Central Asia,High income,Female,1960,72.206
SVN,Slovenia,Europe & Central Asia,High income,Female,1960,72
SWE,Sweden,Europe & Central Asia,High income,Female,1960,74.87
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Female,1960,46.243
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Female,1960,
SYC,Seychelles,Sub-Saharan Africa,High income,Female,1960,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Female,1960,53.389
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Female,1960,
TCD,Chad,Sub-Saharan Africa,Low income,Female,1960,40.163
TEA,East Asia & Pacific (IDA & IBRD countries),,,Female,1960,47.33822691
TEC,Europe & Central Asia (IDA & IBRD countries),,,Female,1960,67.41330367
TGO,Togo,Sub-Saharan Africa,Low income,Female,1960,41.225
THA,Thailand,East Asia & Pacific,Upper middle income,Female,1960,57.059
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Female,1960,58.63
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Female,1960,58.126
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Female,1960,57.57328257
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Female,1960,34.32
TMN,Middle East & North Africa (IDA & IBRD countries),,,Female,1960,47.23453159
TON,Tonga,East Asia & Pacific,Upper middle income,Female,1960,61.721
TSA,South Asia (IDA & IBRD),,,Female,1960,41.44121219
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Female,1960,41.80646027
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Female,1960,64.313
TUN,Tunisia,Middle East & North Africa,Lower middle income,Female,1960,43.007
TUR,Turkey,Europe & Central Asia,Upper middle income,Female,1960,48.433
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Female,1960,
TZA,Tanzania,Sub-Saharan Africa,Low income,Female,1960,45.381
UGA,Uganda,Sub-Saharan Africa,Low income,Female,1960,45.598
UKR,Ukraine,Europe & Central Asia,Lower middle income,Female,1960,71.091
UMC,Upper middle income,,,Female,1960,52.07076034
URY,Uruguay,Latin America & Caribbean,High income,Female,1960,71.093
USA,United States,North America,High income,Female,1960,73.1
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Female,1960,62.451
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Female,1960,59.724
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Female,1960,60.96
VGB,British Virgin Islands,Latin America & Caribbean,High income,Female,1960,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Female,1960,67.827
VNM,Vietnam,East Asia & Pacific,Lower middle income,Female,1960,62.678
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Female,1960,47.979
WLD,World,,,Female,1960,54.5824371
WSM,Samoa,East Asia & Pacific,Upper middle income,Female,1960,53.35
XKX,Kosovo,Europe & Central Asia,Lower middle income,Female,1960,
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Female,1960,35.548
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Female,1960,54.463
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Female,1960,46.672
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Female,1960,53.181
ABW,Aruba,Latin America & Caribbean,High income,Total,1960,65.56936585
AFG,Afghanistan,South Asia,Low income,Total,1960,32.33756098
AGO,Angola,Sub-Saharan Africa,Lower middle income,Total,1960,33.22602439
ALB,Albania,Europe & Central Asia,Upper middle income,Total,1960,62.25436585
AND,Andorra,Europe & Central Asia,High income,Total,1960,
ARB,Arab World,,,Total,1960,46.81504508
ARE,United Arab Emirates,Middle East & North Africa,High income,Total,1960,52.28870732
ARG,Argentina,Latin America & Caribbean,Upper middle income,Total,1960,65.21553659
ARM,Armenia,Europe & Central Asia,Lower middle income,Total,1960,65.86346342
ASM,American Samoa,East Asia & Pacific,Upper middle income,Total,1960,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Total,1960,61.78273171
AUS,Australia,East Asia & Pacific,High income,Total,1960,70.81707317
AUT,Austria,Europe & Central Asia,High income,Total,1960,68.58560976
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Total,1960,60.78085366
BDI,Burundi,Sub-Saharan Africa,Low income,Total,1960,41.23604878
BEL,Belgium,Europe & Central Asia,High income,Total,1960,69.70195122
BEN,Benin,Sub-Saharan Africa,Low income,Total,1960,37.28641463
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Total,1960,34.47790244
BGD,Bangladesh,South Asia,Lower middle income,Total,1960,45.82982927
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Total,1960,69.24756098
BHR,Bahrain,Middle East & North Africa,High income,Total,1960,52.09243902
BHS,"Bahamas, The",Latin America & Caribbean,High income,Total,1960,62.72904878
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Total,1960,60.27073171
BLR,Belarus,Europe & Central Asia,Upper middle income,Total,1960,67.70809756
BLZ,Belize,Latin America & Caribbean,Upper middle income,Total,1960,59.96136585
BMU,Bermuda,North America,High income,Total,1960,
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Total,1960,42.11831707
BRA,Brazil,Latin America & Caribbean,Upper middle income,Total,1960,54.21302439
BRB,Barbados,Latin America & Caribbean,High income,Total,1960,60.73804878
BRN,Brunei Darussalam,East Asia & Pacific,High income,Total,1960,62.50036585
BTN,Bhutan,South Asia,Lower middle income,Total,1960,34.52339024
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Total,1960,50.54773171
CAF,Central African Republic,Sub-Saharan Africa,Low income,Total,1960,36.48263415
CAN,Canada,North America,High income,Total,1960,71.13317073
CEB,Central Europe and the Baltics,,,Total,1960,67.821395
CHE,Switzerland,Europe & Central Asia,High income,Total,1960,71.31341463
CHI,Channel Islands,Europe & Central Asia,High income,Total,1960,70.63978049
CHL,Chile,Latin America & Caribbean,High income,Total,1960,57.2635122
CHN,China,East Asia & Pacific,Upper middle income,Total,1960,43.77836585
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Total,1960,36.87241463
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Total,1960,41.5237561
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Total,1960,41.01804878
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Total,1960,48.58112195
COL,Colombia,Latin America & Caribbean,Upper middle income,Total,1960,56.7167561
COM,Comoros,Sub-Saharan Africa,Low income,Total,1960,41.44243902
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Total,1960,48.85641463
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Total,1960,60.57619512
CSS,Caribbean small states,,,Total,1960,62.31391112
CUB,Cuba,Latin America & Caribbean,Upper middle income,Total,1960,63.90465854
CUW,Curacao,Latin America & Caribbean,High income,Total,1960,
CYM,Cayman Islands,Latin America & Caribbean,High income,Total,1960,
CYP,Cyprus,Europe & Central Asia,High income,Total,1960,69.59392683
CZE,Czech Republic,Europe & Central Asia,High income,Total,1960,70.34878049
DEU,Germany,Europe & Central Asia,High income,Total,1960,69.31002439
DJI,Djibouti,Middle East & North Africa,Lower middle income,Total,1960,44.02126829
DMA,Dominica,Latin America & Caribbean,Upper middle income,Total,1960,
DNK,Denmark,Europe & Central Asia,High income,Total,1960,72.17658537
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Total,1960,51.84526829
DZA,Algeria,Middle East & North Africa,Upper middle income,Total,1960,46.13512195
EAP,East Asia & Pacific (excluding high income),,,Total,1960,45.79142241
EAR,Early-demographic dividend,,,Total,1960,45.20893539
EAS,East Asia & Pacific,,,Total,1960,48.50726334
ECA,Europe & Central Asia (excluding high income),,,Total,1960,63.40092718
ECS,Europe & Central Asia,,,Total,1960,67.03190806
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Total,1960,53.215
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Total,1960,48.01370732
EMU,Euro area,,,Total,1960,69.27443172
ERI,Eritrea,Sub-Saharan Africa,Low income,Total,1960,38.40421951
ESP,Spain,Europe & Central Asia,High income,Total,1960,69.10926829
EST,Estonia,Europe & Central Asia,High income,Total,1960,67.90290244
ETH,Ethiopia,Sub-Saharan Africa,Low income,Total,1960,38.40570732
EUU,European Union,,,Total,1960,69.28001104
FCS,Fragile and conflict affected situations,,,Total,1960,40.6471208
FIN,Finland,Europe & Central Asia,High income,Total,1960,68.8197561
FJI,Fiji,East Asia & Pacific,Upper middle income,Total,1960,55.95848781
FRA,France,Europe & Central Asia,High income,Total,1960,69.86829268
FRO,Faroe Islands,Europe & Central Asia,High income,Total,1960,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Total,1960,57.58658537
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Total,1960,39.57012195
GBR,United Kingdom,Europe & Central Asia,High income,Total,1960,71.12682927
GEO,Georgia,Europe & Central Asia,Lower middle income,Total,1960,63.43185366
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Total,1960,45.83146342
GIB,Gibraltar,Europe & Central Asia,High income,Total,1960,
GIN,Guinea,Sub-Saharan Africa,Low income,Total,1960,34.88639024
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Total,1960,32.04221951
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Total,1960,37.84043902
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Total,1960,36.73304878
GRC,Greece,Europe & Central Asia,High income,Total,1960,68.16390244
GRD,Grenada,Latin America & Caribbean,Upper middle income,Total,1960,59.81592683
GRL,Greenland,Europe & Central Asia,High income,Total,1960,
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Total,1960,46.70146342
GUM,Guam,East Asia & Pacific,High income,Total,1960,61.22634146
GUY,Guyana,Latin America & Caribbean,Upper middle income,Total,1960,60.27873171
HIC,High income,,,Total,1960,68.49768302
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Total,1960,66.96168293
HND,Honduras,Latin America & Caribbean,Lower middle income,Total,1960,46.28831707
HPC,Heavily indebted poor countries (HIPC),,,Total,1960,39.56002424
HRV,Croatia,Europe & Central Asia,Upper middle income,Total,1960,64.60865854
HTI,Haiti,Latin America & Caribbean,Low income,Total,1960,42.10009756
HUN,Hungary,Europe & Central Asia,High income,Total,1960,68.00317073
IBD,IBRD only,,,Total,1960,48.70265292
IBT,IDA & IBRD total,,,Total,1960,47.57393809
IDA,IDA total,,,Total,1960,41.91443581
IDB,IDA blend,,,Total,1960,43.59949247
IDN,Indonesia,East Asia & Pacific,Lower middle income,Total,1960,48.64031707
IDX,IDA only,,,Total,1960,41.11123052
IMN,Isle of Man,Europe & Central Asia,High income,Total,1960,
IND,India,South Asia,Lower middle income,Total,1960,41.1695122
INX,Not classified,South Asia,Lower middle income,Total,1960,
IRL,Ireland,Europe & Central Asia,High income,Total,1960,69.7965122
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Total,1960,44.9455122
IRQ,Iraq,Middle East & North Africa,Upper middle income,Total,1960,48.03068293
ISL,Iceland,Europe & Central Asia,High income,Total,1960,73.42317073
ISR,Israel,Middle East & North Africa,High income,Total,1960,
ITA,Italy,Europe & Central Asia,High income,Total,1960,69.12390244
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Total,1960,64.30807317
JOR,Jordan,Middle East & North Africa,Lower middle income,Total,1960,52.68526829
JPN,Japan,East Asia & Pacific,High income,Total,1960,67.66609756
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Total,1960,58.36758537
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Total,1960,46.36241463
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Total,1960,56.12807317
KHM,Cambodia,East Asia & Pacific,Lower middle income,Total,1960,41.23202439
KIR,Kiribati,East Asia & Pacific,Lower middle income,Total,1960,49.21597561
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Total,1960,
KOR,"Korea, Rep.",East Asia & Pacific,High income,Total,1960,53.00180488
KWT,Kuwait,Middle East & North Africa,High income,Total,1960,60.51929268
LAC,Latin America & Caribbean (excluding high income),,,Total,1960,55.68265394
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Total,1960,43.20446342
LBN,Lebanon,Middle East & North Africa,Upper middle income,Total,1960,63.28012195
